emp_no,first_name,last_name,title,from_date
477428,Qunsheng,Hanratty,Senior Engineer,1994-12-14
477434,Stein,Matzke,Senior Engineer,1992-11-03
477443,Geraldo,Plessier,Senior Engineer,1992-11-14
477444,Babette,Erez,Senior Engineer,1991-06-09
477461,Kamran,Thiran,Senior Engineer,1999-03-03
477468,Remmert,Papadias,Senior Engineer,1994-08-05
477473,Flemming,Mikschl,Senior Engineer,1992-02-19
477483,Fatemeh,Luga,Senior Engineer,1995-12-08
477485,Kwangjo,Schnelling,Senior Engineer,1994-04-21
477497,Ortrud,Pashtan,Senior Staff,2001-03-20
477498,Koldo,Majewski,Engineer,1995-02-24
477508,Gonzalo,Bernatsky,Senior Staff,1991-07-23
477510,Atreyi,Demizu,Senior Staff,1994-10-19
477514,Angel,Reistad,Senior Engineer,1993-10-15
477523,Patricio,Kavvadias,Senior Engineer,1992-04-24
477534,Eckart,Assaf,Engineer,1995-02-17
477540,Chenyi,Hutter,Senior Staff,1993-02-11
477543,Alexius,Pouyioutas,Senior Engineer,1993-05-16
477545,Shaunak,Preusig,Senior Staff,1996-04-05
477566,Anwar,Gelosh,Staff,1993-10-28
477567,Doohun,Bharadwaj,Senior Engineer,1996-02-12
477571,Gal,Osgood,Senior Engineer,1994-11-29
477574,Lech,Tyugu,Senior Engineer,1993-10-01
477580,Nikolaos,Guerreiro,Senior Staff,1993-11-16
477584,Honesty,Mateescu,Staff,1999-02-02
477587,Chrisa,Schonegge,Senior Engineer,1990-10-11
477594,Aris,Yoshizawa,Senior Engineer,1998-10-16
477595,Arto,Linares,Senior Staff,2000-04-08
477637,Elgin,Pelz,Senior Engineer,1993-03-18
477652,Atreye,Koshino,Technique Leader,1990-05-31
477655,Serap,Oxenboll,Senior Staff,1996-04-30
477658,Giao,Bruckman,Senior Engineer,1988-03-30
477671,Mikhail,Segond,Senior Engineer,1986-01-07
477673,Mizuhito,Woycyznski,Senior Staff,1995-01-29
477678,Naftaly,Serre,Senior Staff,1996-07-22
477682,Adil,Miyakawa,Staff,1998-08-16
477684,Taegyun,Rabehasaina,Senior Engineer,1992-03-25
477700,Huican,Roccetti,Senior Engineer,1993-01-18
477701,Ayonca,Shumilov,Senior Engineer,1999-06-13
477727,Zvonko,Choobineh,Senior Engineer,2001-05-11
477734,Vojin,Raney,Senior Engineer,1993-09-26
477738,Nevin,Lamma,Senior Staff,1991-06-25
477747,Maha,Taubman,Senior Staff,1997-12-27
477756,Pragnesh,Iivonen,Senior Staff,1994-02-06
477778,Abdulah,Fadgyas,Senior Staff,1997-10-25
477783,Bikash,Gajiwala,Engineer,1998-10-27
477795,Bouchung,Brookman,Senior Engineer,1991-06-17
477811,Shai,Whitcomb,Senior Staff,1995-10-22
477833,Arup,Luce,Senior Engineer,1999-01-24
477842,Kwangho,Journel,Senior Engineer,1989-09-12
477852,Gad,Rosay,Senior Engineer,1994-08-09
477860,Selwyn,Servi,Senior Engineer,1997-01-31
477874,Navin,Pero,Senior Engineer,2001-03-12
477880,Arvind,Furudate,Senior Engineer,1994-01-03
477883,Taizo,Bennet,Technique Leader,1987-07-09
477906,Mahendra,Varley,Senior Staff,1999-05-29
477922,Moriyoshi,Wissmann,Technique Leader,1986-11-25
477923,Augustine,Conde,Senior Staff,1994-11-06
477930,Isamu,Stiles,Senior Engineer,1994-12-12
477964,Richara,Thiran,Senior Engineer,1997-11-05
477985,Beshir,Mattern,Senior Engineer,1999-05-04
477988,Troy,Vanwelkenhuysen,Senior Staff,1996-10-15
477990,Alejandra,Aingworth,Senior Engineer,1993-09-06
477993,Sanjiv,Chorvat,Senior Staff,1996-03-02
478005,Werner,Bage,Senior Staff,2001-08-11
478012,Mostafa,Leivant,Senior Staff,1993-05-02
478027,Mitchel,Pettis,Senior Staff,1996-08-01
478033,Tonny,Luiz,Senior Engineer,1995-06-13
478037,Adib,Halevi,Senior Engineer,1993-03-05
478045,Guoxiang,Hanratty,Senior Staff,1993-05-16
478052,Kristinn,Matzel,Engineer,1999-07-31
478058,Collette,Akazan,Senior Staff,1993-05-14
478061,Jackson,Broomell,Senior Staff,1999-05-01
478075,Alexius,Stavenow,Senior Staff,1992-11-11
478088,Ung,Vanwelkenhuysen,Senior Staff,1986-08-04
478089,Pradeep,Gajiwala,Engineer,1994-10-30
478095,Gal,Perz,Senior Staff,1994-09-10
478114,Paloma,Dratva,Senior Staff,1999-09-06
478116,Debatosh,Piveteau,Senior Engineer,1988-01-01
478121,Yucel,Ramaiah,Senior Staff,1992-06-03
478125,Kazuhiro,Erez,Senior Staff,1998-12-18
478131,Navid,Pettit,Senior Staff,1992-04-20
478134,Ayonca,Lunn,Senior Staff,1992-01-25
478137,Teiji,Schrift,Senior Engineer,1985-11-04
478142,Oscar,Haldar,Senior Staff,1985-05-25
478146,Srinidhi,Nittel,Senior Engineer,1998-02-23
478152,Eran,Solovay,Senior Engineer,1995-03-27
478165,Toong,Brizzi,Senior Engineer,1988-04-21
478183,Mechthild,Onuegbe,Senior Staff,1987-05-01
478204,Arne,Narlikar,Technique Leader,1986-05-23
478234,Mayuri,Bach,Senior Engineer,1992-01-24
478241,Zito,Baik,Senior Staff,1993-07-13
478243,Krisda,Osgood,Senior Staff,1996-06-24
478250,Ranan,Rissland,Senior Staff,1991-04-05
478261,Rajmohan,DasSarma,Engineer,2000-05-22
478264,Sreenivas,Stroustrup,Senior Staff,1992-09-15
478273,Dulce,Prochazka,Senior Staff,1995-08-28
478279,Mack,Beeson,Senior Engineer,1992-01-12
478284,Zeydy,Kropatsch,Senior Engineer,1995-06-30
478292,Boguslaw,Fasbender,Senior Engineer,1990-12-13
478296,Kousuke,Ambroszkiewicz,Senior Engineer,1996-07-11
478303,Candido,Zyda,Senior Engineer,1998-11-25
478316,DAIDA,Erva,Senior Staff,1997-10-01
478318,Ingmar,Swiler,Senior Staff,1989-04-12
478320,Doowon,Rosaz,Senior Engineer,1992-06-02
478325,Roddy,Haddadi,Senior Engineer,1991-05-08
478336,Vidya,Gurbaxani,Senior Engineer,1994-02-06
478344,Shahid,Rassart,Staff,1997-08-17
478350,Halsur,Negoita,Senior Engineer,1995-02-05
478355,Nidapan,Waschkowski,Senior Staff,1997-06-15
478356,Manu,Syrotiuk,Senior Engineer,1995-04-26
478357,Elrique,Reeker,Senior Engineer,1995-02-07
478358,Tonia,Erman,Senior Staff,1992-07-25
478360,Sanjiv,Gilg,Senior Engineer,1997-06-21
478379,Kwun,Srimani,Senior Engineer,1987-05-16
478387,Deborah,Vesna,Engineer,1995-06-23
478395,Wonhee,Bondorf,Senior Staff,1994-03-21
478406,Mabo,Mullainathan,Engineer,1997-04-27
478430,Weicheng,Samarati,Technique Leader,1986-02-20
478435,Constantijn,Schwabacher,Senior Staff,1992-05-09
478457,Tooru,Peron,Senior Staff,2000-09-06
478458,Kwangho,Koblitz,Senior Engineer,1994-10-24
478474,Satyanarayana,Murthy,Senior Engineer,1990-05-29
478496,Goncalo,Swick,Senior Engineer,1985-03-23
478509,Luise,Gerlach,Senior Staff,1993-04-26
478530,Leif,Katzenelson,Senior Staff,1992-11-25
478552,Teruyuki,Welham,Senior Engineer,1993-10-07
478572,Chaitali,Cusworth,Senior Engineer,1993-06-25
478581,Susuma,Peek,Engineer,1998-07-19
478589,Peternela,Leppanen,Engineer,1995-12-06
478608,Aemilian,Hemaspaandra,Senior Engineer,1987-11-28
478642,Jeong,Erman,Senior Staff,1993-08-18
478647,Tomokazu,Hinsberger,Technique Leader,1994-12-25
478678,Mario,Sethi,Senior Staff,1991-03-30
478687,Heeju,Ramras,Senior Engineer,2000-12-25
478707,Leszek,Verhoeff,Senior Engineer,1990-08-28
478738,Cordelia,Simmel,Technique Leader,1997-01-14
478742,Renee,Hainaut,Senior Staff,1993-07-26
478758,Zhanqiu,Ranft,Senior Engineer,1993-12-08
478771,Rasiah,Beznosov,Assistant Engineer,1995-12-27
478775,Collette,Iivonen,Senior Engineer,1996-08-23
478779,Ingmar,Vural,Senior Engineer,1991-12-21
478842,Pradeep,Herath,Senior Engineer,1996-01-11
478866,Elrique,Haumacher,Engineer,1998-06-28
478870,Sajjad,Shrader,Senior Engineer,1992-10-22
478876,Masaki,DasSarma,Senior Engineer,1988-04-16
478878,Xinan,Gist,Senior Engineer,1992-07-28
478885,Atreyi,Boudaillier,Senior Engineer,1997-09-10
478889,Ortrun,Penn,Senior Engineer,1993-11-23
478914,Kwun,Munro,Senior Staff,1997-10-03
478939,Tommaso,Riefers,Assistant Engineer,1998-10-12
478972,Shim,Stentiford,Senior Staff,1998-11-06
478985,Katsuo,Gubsky,Senior Staff,1985-10-20
478996,Mary,Conti,Engineer,1999-11-09
479004,Mountaz,Copas,Senior Staff,1992-02-18
479012,Kazunori,Docker,Senior Staff,1995-08-29
479017,Hitofumi,Sherertz,Senior Engineer,1985-08-29
479028,Xuejun,Itzigehl,Senior Staff,1993-07-09
479035,Samphel,Chaudhury,Senior Engineer,2000-03-04
479038,Mitchel,Morton,Senior Engineer,1995-05-13
479051,Sanjoy,Swen,Senior Staff,1992-03-09
479053,Hisao,Kawashima,Senior Staff,1996-01-04
479065,Hideo,Farrow,Senior Engineer,1991-08-26
479070,Valery,Ozeri,Staff,1994-02-14
479074,Noritoshi,Mondadori,Staff,1997-07-13
479091,Mart,Maliniak,Senior Staff,1991-10-29
479097,Clyde,Schaar,Senior Engineer,1992-06-15
479098,Kendra,Bridgland,Senior Staff,1994-10-01
479119,Limsoon,Willoner,Engineer,1996-02-24
479120,Leucio,Joslin,Senior Engineer,1994-08-11
479123,Narain,Berstel,Senior Engineer,1991-10-02
479125,Parviz,Rindone,Engineer,1995-06-09
479147,Greger,Babb,Senior Staff,1995-10-10
479162,Hirochika,Motley,Senior Engineer,1991-10-10
479165,Chirstian,Pauthner,Senior Staff,1993-12-26
479166,Uno,Anger,Senior Engineer,1997-11-14
479167,Mayuri,Backhouse,Staff,1999-09-09
479188,Koldo,Blokdijk,Engineer,1996-06-18
479189,Arnould,Dulin,Senior Staff,1995-05-10
479229,Arfst,Ritcey,Senior Staff,1996-03-14
479234,Izaskun,Thiran,Senior Engineer,1996-03-03
479275,Isamu,Lores,Senior Staff,1996-08-19
479281,Seongbae,Ghalwash,Senior Engineer,1998-02-27
479287,Emran,Berztiss,Senior Engineer,1999-09-20
479290,Lobel,Fujisaki,Engineer,1994-11-11
479293,Chandrasekaran,Bage,Staff,1998-06-23
479297,Masali,Baby,Senior Engineer,1991-04-11
479304,Pradeep,Wissmann,Engineer,1996-10-25
479307,Ennio,Cappelletti,Senior Staff,1993-05-16
479333,Lene,Rosiles,Senior Staff,1999-06-26
479345,Sorina,Boudaillier,Senior Engineer,1994-11-20
479357,Noritoshi,Perez,Engineer,1996-08-25
479362,Jaroslava,Oxenboll,Senior Engineer,1990-03-30
479366,Mansur,Bultermann,Staff,1998-07-06
479396,Mohammad,Blokdijk,Senior Engineer,1993-04-20
479398,Danae,Petersohn,Senior Engineer,1993-04-28
479402,Martina,Perfilyeva,Senior Staff,1992-01-12
479415,Vatsa,Merle,Staff,1997-12-08
479432,Abdelwaheb,England,Senior Engineer,1995-06-25
479438,Sreenivas,Badache,Senior Engineer,1986-04-16
479452,Arunachalam,Penn,Senior Staff,1993-10-29
479463,Aamod,Isard,Technique Leader,1992-03-25
479492,Kellie,Beutelspacher,Senior Staff,1994-05-18
479496,Akeel,Lenart,Senior Staff,1994-12-07
479502,Fay,Hettesheimer,Senior Engineer,2000-03-11
479516,Fusako,Niizuma,Senior Engineer,1988-08-16
479521,JoAnne,Zaiane,Senior Engineer,1995-02-08
479528,Saddek,Rodham,Senior Engineer,1993-01-25
479543,Dmitri,Aumann,Senior Staff,1985-06-01
479559,Yuchang,Monkewich,Staff,1995-12-03
479562,Temple,Barreiro,Senior Engineer,1993-03-02
479566,Paraskevi,Manderick,Senior Staff,1996-06-03
479581,Yinghua,Thimonier,Senior Engineer,1991-07-06
479582,Rafols,Grospietsch,Senior Staff,1997-09-30
479593,Sampalli,Chvatal,Senior Staff,1994-03-30
479595,Aemilian,Litzler,Staff,1998-04-10
479598,Uriel,Dayang,Senior Engineer,1996-07-15
479615,Utpal,Sadowsky,Senior Engineer,1997-03-29
479620,Heping,Skrikant,Senior Engineer,1989-07-29
479625,Itzchak,Parfitt,Engineer,1998-01-21
479627,Gonzalo,Schaad,Senior Engineer,1999-02-13
479634,Ravishankar,Pelc,Senior Engineer,1993-11-30
479637,Genta,Marsiglia,Senior Staff,1995-07-10
479645,Ravishankar,Fontan,Engineer,1996-11-02
479651,Lena,Roohalamini,Senior Staff,1999-01-22
479676,Marl,Ressouche,Engineer,1998-01-15
479688,Lijie,Hanratty,Engineer,1998-03-22
479690,Breannda,Fandrianto,Senior Staff,1996-11-05
479708,Hilary,Dayana,Senior Staff,2001-07-20
479709,Geoffry,Reghbati,Senior Engineer,2000-01-21
479711,Mara,Heyers,Staff,1997-09-30
479717,Moheb,Tzvieli,Senior Engineer,1988-11-07
479720,Sivanarayana,Figueira,Senior Engineer,1992-08-13
479721,Elvis,Matzel,Senior Engineer,1991-06-28
479736,Kousuke,Morrin,Staff,1999-01-15
479743,Nathan,Greenaway,Senior Engineer,1987-06-16
479749,Wilmer,Giaccio,Engineer,1996-08-15
479764,Kazuhisa,Bashian,Senior Engineer,2000-03-20
479778,Sajjan,Naumovich,Engineer,1996-02-14
479791,Vidar,Mamelak,Senior Staff,1991-09-11
479812,Fuqing,Staudhammer,Senior Staff,1985-04-28
479813,Mohammed,Vernadat,Senior Staff,1988-03-31
479821,Takahito,Mundy,Senior Engineer,1991-10-13
479824,Manibrata,Auyong,Senior Engineer,2001-02-13
479836,Muzhong,Usdin,Senior Staff,1987-10-09
479850,Sorina,Codenie,Senior Engineer,1995-06-23
479866,Heng,Pellegrinelli,Senior Engineer,1988-11-20
479869,Iara,Ressouche,Senior Engineer,1997-05-21
479878,Kwan,Orlowska,Engineer,1998-09-20
479881,Odysseas,Kavvadias,Senior Staff,1990-08-16
479885,Sariel,Schade,Senior Staff,1998-04-20
479894,Ipke,Gonthier,Senior Staff,1997-04-10
479905,Danai,Peir,Technique Leader,1986-08-05
479906,Duri,Silva,Technique Leader,1988-08-27
479916,Tianruo,Kamber,Senior Engineer,1999-04-06
479937,Rimli,Kroft,Senior Staff,1996-04-26
479945,Jeong,Paciorek,Senior Staff,1993-12-04
479958,Uta,Schmezko,Senior Staff,1994-11-03
479975,Kazuhiro,Pews,Senior Engineer,1995-01-16
480003,Uta,Brlek,Senior Engineer,1991-05-24
480018,Zvonko,Kawashimo,Engineer,1998-11-21
480020,Prodip,Gips,Senior Staff,1999-02-09
480034,Tokuyasu,Casley,Senior Engineer,1993-10-27
480042,Rildo,Brodie,Senior Staff,1993-01-18
480043,Franziska,Chiola,Senior Staff,1992-04-13
480044,Sudhanshu,Jording,Senior Staff,1990-08-05
480051,Kwan,Erol,Senior Engineer,1985-11-11
480052,Chinho,Weisert,Senior Engineer,1993-11-25
480059,Honesty,Billingsley,Senior Engineer,1993-08-11
480060,Adas,Radwan,Engineer,1994-12-24
480085,Kien,Krider,Senior Engineer,1988-09-07
480087,Kazunori,Irland,Senior Engineer,2000-08-05
480089,Harngdar,Ferretti,Senior Staff,2001-02-24
480090,Gad,Krone,Senior Staff,1994-10-11
480091,Morris,Shimshoni,Engineer,1999-11-29
480093,Masadi,Sambasivam,Senior Engineer,1994-10-10
480096,Abdelaziz,Percebois,Senior Engineer,1996-08-29
480102,Przemyslawa,Geffroy,Senior Engineer,1996-03-26
480106,Brewster,Frezza,Senior Staff,1994-01-22
480114,Shakhar,Suri,Senior Staff,1994-08-12
480121,Martina,Benveniste,Senior Engineer,1991-08-14
480130,Heng,Kinley,Senior Staff,1997-10-23
480135,Danny,Narahari,Engineer,1997-02-13
480158,Xiaoshan,Gente,Senior Staff,1992-10-06
480175,Elrique,Schmiedel,Engineer,1999-01-18
480176,Xiaopeng,Haddadi,Engineer,2002-01-03
480190,Kasturi,Brandsma,Senior Staff,1993-06-20
480192,Dhritiman,Onuegbe,Senior Staff,2002-02-20
480194,Izaskun,Seghrouchni,Senior Staff,1991-02-01
480199,Fumiyo,Msuda,Senior Staff,1996-09-16
480219,Luise,Lemarechal,Senior Engineer,1994-11-24
480243,Candida,Gerlach,Senior Staff,1988-11-25
480244,Etsuo,Pettis,Senior Engineer,1993-05-26
480259,Giap,Antonakopoulos,Technique Leader,1986-07-27
480271,Zita,Sooriamurthi,Senior Engineer,1998-10-27
480283,Elvia,Barreiro,Senior Staff,1999-12-27
480289,Dietrich,Verhoeff,Technique Leader,1988-05-03
480296,Moriyoshi,Birnbaum,Senior Engineer,1994-10-12
480316,Pranay,Feinberg,Senior Engineer,1992-03-27
480317,Suebskul,Passafiume,Senior Staff,1993-10-05
480319,Alexius,Hiltgen,Senior Engineer,1995-07-15
480320,Djenana,Eugenio,Senior Staff,1996-10-09
480322,Fumiko,Showalter,Senior Engineer,2000-03-05
480328,Larisa,Tempesti,Senior Engineer,1991-05-05
480337,Jouni,Cichocki,Senior Engineer,1990-02-24
480344,Hatem,Neimat,Senior Engineer,1997-12-23
480349,Khaled,Narlikar,Senior Engineer,1995-01-29
480350,Zijian,Kalloufi,Senior Staff,1998-11-02
480353,Weiyi,Vural,Senior Staff,1993-08-19
480355,Taisook,Nooteboom,Senior Staff,1995-05-31
480366,Chikara,Eiter,Senior Staff,1996-08-27
480369,Bluma,Desikan,Senior Staff,1993-10-07
480376,Akhilish,Kieras,Senior Staff,1994-11-02
480416,Armond,Toyoshima,Senior Staff,1992-12-23
480432,Domenick,Akiyama,Senior Staff,1998-03-19
480456,Tse,Chartres,Staff,1997-11-17
480459,Stevo,Oxman,Senior Engineer,1993-04-28
480463,Mokhtar,Slaats,Senior Engineer,1999-02-22
480484,King,Rosis,Senior Staff,1997-04-19
480495,Iara,Zongker,Senior Engineer,1998-01-01
480541,Ranga,Quittner,Senior Engineer,1985-10-01
480544,Xianlong,Thambidurai,Senior Staff,1990-09-25
480556,Irene,Kropf,Senior Staff,1986-12-18
480584,Bernardo,Lichtman,Senior Engineer,1998-07-25
480587,Tonia,Trystram,Senior Staff,1997-06-23
480590,Tzvetan,Asrin,Senior Engineer,1992-08-13
480631,Gao,Kavvadias,Engineer,1998-04-10
480656,Genki,Colorni,Senior Staff,1993-05-09
480670,Sanjoy,Penz,Senior Staff,2002-05-28
480674,Kannan,Giveon,Senior Engineer,1991-08-15
480689,Rasiah,Krider,Senior Engineer,1985-08-16
480694,Leszek,Schaad,Senior Staff,1990-02-12
480699,Jiafu,Garnick,Senior Engineer,1992-01-12
480711,Srinidhi,Assaf,Staff,1999-07-17
480742,Christoper,Wynblatt,Senior Engineer,1998-07-26
480771,Jasminko,Iwayama,Senior Engineer,1995-10-26
480775,Pradeep,Adachi,Staff,1999-09-18
480788,Idoia,Vesna,Senior Engineer,1995-10-14
480789,Masami,Mahmud,Staff,1993-10-25
480797,Ugo,Siprelle,Senior Staff,1996-07-24
480801,Maren,Benveniste,Senior Engineer,1995-12-16
480823,Ulf,Baig,Senior Engineer,2002-02-01
480825,Georgy,Rosaz,Senior Staff,1996-11-10
480828,Bernt,Dayang,Senior Staff,1993-11-05
480841,Hatim,Barriga,Staff,1996-01-21
480850,Jasminko,Hardjono,Senior Engineer,1993-04-29
480851,Mani,Christ,Senior Staff,1995-08-16
480855,Ottavia,Trumbly,Senior Engineer,1988-02-07
480859,Stabislas,Morton,Senior Staff,1985-10-10
480862,Maris,Kropp,Staff,1998-09-22
480865,Akeno,Lorch,Engineer,1994-11-18
480871,Dipayan,Reutenauer,Senior Engineer,2000-01-22
480883,Hitofumi,Rouquie,Senior Staff,1996-11-01
480893,Mooi,Morrey,Senior Engineer,1991-01-10
480896,Atreye,Schlumberger,Senior Engineer,1988-04-25
480920,Flemming,Plumb,Senior Staff,1996-12-19
480926,Guttorm,Magalhaes,Engineer,1998-01-02
480929,Isaac,Chenoweth,Senior Staff,1997-02-09
480942,Naftali,DasSarma,Senior Engineer,1990-09-19
480966,Duri,Mahnke,Technique Leader,1996-08-14
480973,Emdad,Gien,Technique Leader,1999-12-06
480976,Peternela,Katzenelson,Senior Staff,1994-02-04
480981,Arco,Braccini,Senior Staff,1995-06-29
480994,Berry,Alpay,Senior Staff,1986-12-29
480995,Saeko,Argence,Senior Staff,1998-02-05
481000,Hidefumi,Zirintsis,Senior Staff,1993-12-08
481005,Remko,Zeilberger,Senior Staff,1995-05-03
481017,Mooi,Sethi,Senior Staff,1998-11-18
481019,Sampalli,Kalorkoti,Senior Staff,1987-04-04
481025,Hairong,Apsitis,Senior Staff,1994-09-21
481040,Shahaf,Serdy,Senior Staff,1997-05-02
481043,Kersti,Covnot,Senior Staff,1997-12-17
481058,Bouchung,Peral,Senior Engineer,1999-11-19
481070,Miyeon,Gimbel,Senior Staff,1995-05-26
481079,Sibyl,Fiutem,Senior Staff,1995-08-31
481082,Arup,Suermann,Senior Staff,1993-01-28
481086,Marek,Radivojevic,Senior Staff,1995-12-28
481096,Yongmao,Sadowsky,Senior Engineer,1993-09-08
481109,Renee,Rosaz,Senior Engineer,1999-01-23
481116,Mokhtar,Famili,Senior Staff,1995-08-29
481128,Bodo,Gulak,Senior Staff,1995-09-11
481144,Pramod,Honglei,Senior Staff,2001-05-16
481152,Zeydy,Schiper,Senior Engineer,1999-08-13
481153,Golgen,Thorelli,Senior Engineer,1992-03-08
481165,Vasilis,Thummel,Senior Staff,1991-09-29
481172,Jaana,Usery,Senior Engineer,1995-02-06
481179,Remmert,Rosay,Technique Leader,1986-07-28
481182,Domenick,Penttonen,Senior Staff,1985-08-09
481200,Seongbae,Bain,Engineer,2000-01-12
481202,Bedir,Boguraev,Senior Staff,1992-05-03
481222,Zhiwei,Wrigley,Senior Engineer,1995-11-12
481228,Vishv,Cochrane,Senior Staff,2002-02-09
481231,Mahendra,Conry,Senior Staff,1993-07-03
481250,Evgueni,Cullers,Senior Staff,1993-04-26
481269,Stepehn,Openshaw,Senior Staff,1991-02-16
481273,Halsur,Fontet,Senior Engineer,1997-04-25
481288,Suzette,Chaudhuri,Senior Engineer,1994-12-19
481296,Dmitri,Begiun,Senior Staff,1988-09-27
481307,Hatsukazu,Pappas,Senior Staff,1992-08-18
481312,Yefim,Schapiro,Senior Engineer,1987-07-08
481313,Cullen,Rodier,Senior Staff,2002-03-13
481315,Yuichiro,Petereit,Senior Staff,1992-04-20
481321,Haldon,Randi,Senior Engineer,1994-09-13
481322,Salvador,Hettesheimer,Staff,1998-02-14
481339,Zijian,Thorensen,Senior Staff,1994-06-13
481341,Hidde,Ranka,Senior Staff,1993-06-17
481343,Shaunak,Seiwald,Staff,1999-05-18
481350,Ioana,Crabtree,Senior Engineer,1986-01-02
481353,Herbert,Schaar,Senior Engineer,2000-04-14
481355,LiMin,Munoz,Senior Engineer,1996-04-28
481358,Dipankar,Spell,Senior Staff,1994-04-17
481364,Kazunori,Klassen,Senior Staff,1990-09-15
481365,Shaleah,Socorro,Senior Engineer,1991-08-23
481367,Sverrir,Billingsley,Senior Engineer,1986-09-02
481389,Oldrich,Luon,Senior Staff,1992-09-27
481398,Lijie,Koblick,Senior Engineer,1988-06-16
481414,Heekeun,Selenyi,Senior Engineer,1988-07-21
481415,Mokhtar,Kaltofen,Senior Staff,1985-10-03
481419,Masali,Coors,Senior Engineer,2000-07-26
481439,Kiam,Marakhovsky,Senior Engineer,1991-08-14
481447,Baoqiu,Erez,Senior Engineer,1992-02-16
481448,Kensei,Schlenzig,Senior Staff,1996-02-04
481475,Jessie,Danley,Senior Staff,1987-12-30
481476,Yahiko,Silva,Engineer,1997-12-25
481496,Christoph,Bonifati,Engineer,1998-05-09
481502,Bikash,Fordan,Senior Engineer,2002-04-13
481506,Bluma,Rehfuss,Staff,1998-11-11
481513,Shay,Gustavson,Senior Staff,1988-08-14
481517,Palash,Peris,Senior Staff,1999-05-22
481518,Panayotis,Duclos,Technique Leader,1988-10-22
481522,Paddy,Feinberg,Senior Staff,1996-08-23
481526,Shim,Stemann,Senior Engineer,2002-04-22
481537,Yucai,Munch,Senior Staff,1986-08-19
481547,Marin,Rajcani,Senior Engineer,1998-05-27
481551,Akemi,Bednarek,Senior Engineer,1987-04-23
481569,Huican,Hutter,Senior Staff,1995-12-08
481570,Arnould,Standera,Senior Engineer,1993-02-08
481586,Gaetan,Keohane,Senior Staff,1999-06-10
481588,Jessie,Stranks,Senior Engineer,2001-06-22
481591,Masamitsu,Melski,Senior Engineer,1994-10-23
481599,Hausi,Kawashima,Senior Staff,1991-03-23
481636,Yannik,Bahl,Senior Staff,1988-05-23
481640,Khoa,Shrader,Senior Staff,1997-05-07
481641,Miomir,Hammerschmidt,Senior Staff,1990-07-23
481645,Pantung,Solares,Senior Engineer,1992-07-27
481652,Roddy,Debuse,Senior Engineer,1999-02-24
481658,Mingsen,Vanwelkenhuysen,Senior Staff,1997-08-10
481660,Babette,Yeung,Senior Engineer,1996-10-31
481670,Suvo,Bodoff,Engineer,1999-02-07
481679,Nobuyoshi,Hatcliff,Senior Staff,1998-01-27
481694,Adas,Baumann,Senior Engineer,1996-05-30
481695,Bikash,Pusterhofer,Senior Staff,2002-05-21
481708,Christfried,Salverda,Technique Leader,1987-12-31
481712,Vitaly,Jeong,Assistant Engineer,1997-12-17
481715,Lene,Cesareni,Senior Engineer,1992-05-14
481722,Mohammad,Ullian,Senior Engineer,1998-01-26
481750,Zvonko,Lieberherr,Senior Staff,1992-02-16
481762,Wojceich,Stranks,Senior Engineer,1996-05-06
481775,Gao,Hartvigsen,Senior Engineer,1993-11-12
481777,Shooichi,Gruenwald,Senior Engineer,1997-11-20
481787,Dulce,Gecsel,Senior Engineer,1995-10-16
481815,Khedija,Jenevein,Engineer,1998-08-06
481847,Kiyotoshi,Saoudi,Senior Staff,1990-10-18
481857,Ulises,Ecklund,Senior Staff,1990-09-16
481870,Mansur,Serov,Senior Staff,1987-11-25
481872,Moty,Usdin,Senior Engineer,2002-05-07
481883,Paris,Zeilberger,Senior Engineer,1997-11-16
481886,Danai,Erdmenger,Senior Staff,1994-04-18
481894,Parke,Yurov,Senior Engineer,1992-05-15
481945,Danae,Stiles,Technique Leader,1987-08-23
481947,Gift,Peac,Technique Leader,1987-06-16
481953,Yishai,Brickell,Senior Staff,1996-02-23
481961,Arne,Zumaque,Staff,1996-08-12
481975,Dayanand,Gruenwald,Senior Staff,1994-07-06
481981,Claudi,Spieker,Senior Engineer,1991-04-23
481983,Odysseas,Servieres,Senior Engineer,1994-05-01
481985,Constantine,Vakili,Senior Staff,1997-12-29
481991,Serap,Molenkamp,Senior Staff,2001-01-31
481992,Kwan,Bednarek,Senior Engineer,1997-07-11
481995,Kwok,Snyers,Engineer,1995-12-12
482007,Satyanarayana,Schrooten,Senior Staff,2000-05-30
482020,Manu,Azumi,Senior Engineer,2001-06-25
482024,Byong,Hofting,Senior Engineer,2000-02-18
482035,Conal,Beausoleil,Senior Engineer,1997-10-17
482036,Alper,Badache,Senior Staff,1987-03-12
482050,Vugranam,Shrader,Senior Staff,1996-08-25
482064,Girolamo,Fairtlough,Senior Staff,1999-08-14
482074,Sven,Strandh,Senior Staff,1999-12-09
482078,Ohad,Sanella,Senior Engineer,2001-02-01
482087,Guozhong,Skafidas,Senior Staff,1996-12-17
482091,Garnik,Kuhnemann,Senior Staff,1986-04-23
482093,Ramzi,Vieri,Senior Engineer,1992-05-19
482095,Tomofumi,Dymetman,Engineer,1993-08-25
482112,Ronghao,Bamford,Senior Staff,1996-04-22
482119,Mitsuyuki,Emden,Senior Staff,1995-01-13
482123,Nobuyoshi,Mungall,Senior Staff,1990-04-05
482127,Georgy,Pena,Senior Staff,1992-01-24
482135,Aris,Albarhamtoshy,Senior Staff,1994-01-28
