emp_no,first_name,last_name,title,from_date,to_date
440414,Kolar,Meriste,Senior Engineer,1998-02-27,1998-02-27
440456,Valter,Tchuente,Senior Engineer,1994-09-24,1994-09-24
440507,Ramalingam,Yamaashi,Senior Engineer,1985-03-09,9999-01-01
440528,Mohd,Mondadori,Senior Engineer,1989-11-28,9999-01-01
440541,Subbu,Goodrum,Senior Engineer,1997-08-06,1997-08-06
440548,Szabolcs,Eastman,Senior Engineer,1992-01-02,1992-01-02
440551,Unal,Frolund,Engineer,1996-01-25,9999-01-01
440668,Tokuyasu,Plotkin,Senior Engineer,1997-06-22,9999-01-01
440746,Anneli,Ramsay,Technique Leader,1986-03-22,9999-01-01
440767,Adly,Narahari,Engineer,1998-01-10,9999-01-01
440783,Heon,Hiraishi,Senior Staff,1999-08-10,1999-08-10
440812,Yechiam,Baer,Senior Engineer,2000-11-29,1994-11-30
440850,Utz,Langford,Senior Engineer,1999-04-05,1999-04-05
440904,Eran,Vickson,Senior Staff,1990-04-13,1990-04-13
440956,Herbert,Wossner,Staff,1994-04-25,9999-01-01
440960,Moty,Zirintsis,Senior Engineer,1996-11-19,1996-11-19
440979,Dante,Rosay,Senior Engineer,1991-03-20,1991-03-20
440996,Xuejia,Rouquie,Senior Engineer,1995-03-24,1995-03-24
441008,Dines,Weiland,Engineer,1997-08-14,9999-01-01
441029,Mooi,Schnabel,Senior Staff,1986-03-25,9999-01-01
441061,Ramalingam,Klyachko,Senior Staff,1996-07-03,1996-07-03
441091,Muneo,Ghelli,Senior Engineer,1992-05-31,1992-05-31
441118,Shridhar,Juneja,Senior Engineer,1999-07-04,1999-07-04
441131,Mandell,Covnot,Senior Engineer,2000-01-11,1993-01-10
441134,Insup,Bennet,Senior Staff,1992-09-25,1992-09-25
441154,Lansing,Syang,Senior Engineer,1987-01-15,9999-01-01
441208,Nitsan,Murrill,Senior Engineer,1998-03-20,1998-03-20
441229,Nobuyoshi,Rosis,Senior Staff,1996-09-24,1996-09-24
441263,Vivian,Coullard,Staff,1998-06-25,9999-01-01
441264,Chenye,Chinal,Senior Engineer,1995-05-18,1995-05-18
441269,Arne,Hempstead,Senior Staff,1993-09-13,1993-09-13
441278,Chandrasekaran,Wallrath,Technique Leader,1987-07-25,9999-01-01
441308,Sastry,Sankaranarayanan,Senior Staff,1997-03-31,9999-01-01
441333,Horward,Randi,Senior Engineer,1991-06-09,1991-06-09
441364,Weidon,Kilgore,Senior Staff,1998-01-11,1998-01-11
441371,Vidya,Leppanen,Senior Staff,1994-05-14,1994-05-14
441461,Mang,Nations,Senior Engineer,1986-09-12,9999-01-01
441506,Kwun,Underwood,Engineer,1994-02-08,1994-02-08
441628,Lubomir,Bazelow,Senior Staff,1998-01-07,1998-01-07
441672,Inderjeet,Rabehasaina,Senior Staff,1995-06-16,1995-06-16
441691,Uri,Oehlmann,Senior Staff,1994-02-07,1994-02-07
441698,Reinhard,Halloran,Senior Engineer,1994-08-13,1994-08-13
441737,Sverrir,Coombs,Senior Engineer,1996-03-25,1996-03-25
441880,Xiping,Mikschl,Senior Engineer,2001-03-06,2001-03-06
441921,Jeanne,Hatcliff,Senior Engineer,1988-12-31,9999-01-01
441955,Sudhanshu,Sommer,Senior Staff,1992-05-15,1992-05-15
441970,Duangkaew,Puppe,Senior Engineer,1995-09-14,1995-09-14
442085,Jeong,Peha,Senior Staff,1992-01-27,1992-01-27
442114,Ibibia,Mandell,Senior Staff,1994-03-17,1994-03-17
442133,Bernd,Angel,Senior Staff,2002-07-28,2002-07-28
442141,Eben,Serot,Senior Staff,1996-12-05,1996-12-05
442196,Muzhong,Hegner,Senior Engineer,1987-06-26,9999-01-01
442230,Anestis,Edelhoff,Senior Engineer,1991-05-23,1991-05-23
442243,Yishai,Syrzycki,Senior Engineer,2000-11-30,1993-11-30
442260,Kayoko,Tokunaga,Senior Engineer,1996-04-23,1996-04-23
442321,Toshimo,Hertweck,Staff,1997-06-21,9999-01-01
442330,Quingbo,Veeraraghavan,Senior Staff,1997-08-21,9999-01-01
442433,Jingling,Roohalamini,Senior Staff,1991-12-18,1991-12-18
442450,Shaleah,Bugaenko,Senior Staff,1996-08-03,1996-08-03
442487,Miomir,Speer,Senior Staff,1992-12-03,1992-12-03
442593,Geoffrey,Hockney,Engineer,1997-10-02,1997-10-02
442599,Nathan,Thombley,Senior Engineer,1994-04-19,1994-04-19
442618,Jaewon,Piancastelli,Senior Engineer,1992-12-28,1992-12-28
442668,Khue,Sanella,Senior Staff,1986-03-02,9999-01-01
442699,Samphel,Baer,Assistant Engineer,1996-06-03,9999-01-01
442752,Vugranam,Luft,Senior Staff,1986-06-29,9999-01-01
442765,Mark,Yeung,Senior Staff,1991-04-13,1991-04-13
442834,Inderjeet,Falco,Senior Staff,1992-12-12,1992-12-12
442850,Constantijn,Vitiello,Senior Engineer,1995-02-02,1995-02-02
442882,Sven,Weiland,Senior Engineer,1994-07-03,1994-07-03
442910,Hatim,Ellozy,Senior Staff,1994-06-06,1994-06-06
442929,Saniya,Klerer,Technique Leader,1993-12-27,9999-01-01
442966,Shaw,Ulupinar,Senior Engineer,1995-03-25,1995-03-25
442976,Mostafa,Zultner,Senior Engineer,2001-10-10,2001-10-10
442977,Marlo,Armand,Senior Staff,1994-05-21,1994-05-21
442987,Sukumar,Sherertz,Senior Engineer,1991-02-17,1991-02-17
443228,Mohammad,Gecseg,Senior Staff,1993-08-08,9999-01-01
443233,Nahla,Heuter,Senior Staff,1993-09-26,1993-09-26
443283,Aluzio,Mamelak,Senior Staff,1996-05-17,1996-05-17
443307,Alagu,Bennis,Senior Engineer,1994-12-02,1994-12-02
443411,Behnaam,Bahi,Senior Staff,1986-08-15,9999-01-01
443415,Murthy,Oxman,Staff,1996-01-13,9999-01-01
443562,Zorica,Panwar,Senior Engineer,2001-08-04,2001-08-04
443571,Siddarth,Garrabrants,Senior Staff,1990-07-17,1990-07-17
443573,Sanjiv,Rosiles,Engineer,1997-02-07,9999-01-01
443696,Henk,Douceur,Senior Staff,1994-12-21,1994-12-21
443710,Margo,Stille,Engineer,1999-02-21,1999-02-21
443735,Boriana,Guenter,Engineer,1998-07-19,9999-01-01
443759,Branimir,Comte,Senior Staff,1995-04-23,1995-04-23
443840,Oguz,Fairtlough,Staff,1996-06-17,9999-01-01
443924,Tooru,Luca,Senior Engineer,1986-05-27,9999-01-01
443925,Franziska,Jenevein,Senior Engineer,1996-10-27,9999-01-01
443928,Navid,Zschoche,Engineer,1996-12-07,9999-01-01
443930,Pramod,Schaft,Engineer,1999-01-12,9999-01-01
443996,JiYoung,Suomi,Senior Staff,1989-04-28,9999-01-01
444034,Jackson,Bernardeschi,Senior Staff,1991-05-15,1991-05-15
444151,Nahum,Avouris,Senior Staff,1985-08-03,9999-01-01
444167,Tremaine,Malabarba,Senior Engineer,1992-04-28,1992-04-28
444173,Steve,Matteis,Senior Staff,1993-09-03,1993-09-03
444201,Yuichiro,Constantine,Senior Engineer,1986-07-06,9999-01-01
444203,Parke,Stassinopoulos,Senior Engineer,1994-03-12,1994-03-12
444223,Krisda,Ramsay,Senior Staff,1996-01-15,1996-01-15
444286,Kien,Lamba,Senior Staff,1992-06-02,1992-06-02
444312,Baocai,Polajnar,Senior Engineer,1994-01-19,1994-01-19
444353,Mansur,Zeilberger,Engineer,1999-12-18,9999-01-01
444388,Gudjon,Flexer,Senior Engineer,1994-08-01,1994-08-01
444447,Chuanti,Leuchs,Senior Staff,1992-06-18,1992-06-18
444501,Mostafa,Bernick,Technique Leader,1988-10-15,9999-01-01
444508,Kaijung,Bahl,Senior Staff,1990-08-29,1990-08-29
444568,Valter,Kroll,Staff,1996-08-22,9999-01-01
444605,Iara,Skafidas,Senior Staff,1993-12-22,1993-12-22
444626,Ingemar,Heiserman,Senior Staff,1997-01-20,1997-01-20
444687,Mokhtar,Braccini,Engineer,1994-01-03,9999-01-01
444720,Junichi,Rosin,Senior Staff,1995-09-19,1995-09-19
444771,Manton,Preusig,Senior Engineer,1992-07-17,9999-01-01
444830,Rasikan,Koprowski,Senior Staff,1985-04-19,9999-01-01
444853,Mahmut,Schoegge,Senior Staff,1998-01-14,1998-01-14
444871,Shao,Suppi,Senior Staff,1997-01-08,1997-01-08
444922,Jordanka,Naudin,Senior Staff,1986-09-09,9999-01-01
444934,Oddvar,Attimonelli,Senior Staff,1993-01-30,1993-01-30
444979,Takahira,Iisaku,Senior Engineer,1997-01-03,1997-01-03
445020,Renny,Ligten,Senior Staff,1993-01-01,1993-01-01
445026,Kitty,Kohling,Senior Engineer,1996-01-03,9999-01-01
445035,Ugo,Brodal,Senior Engineer,1999-04-07,1999-04-07
445082,Gro,Iacovou,Senior Staff,1992-10-21,1992-10-21
445160,Rimli,Eiron,Senior Engineer,1990-03-01,1990-03-01
445181,Steve,Ranft,Engineer,1998-04-05,9999-01-01
445251,Ingemar,Terekhov,Technique Leader,1988-11-19,9999-01-01
445316,Moni,Straney,Staff,1995-08-14,9999-01-01
445355,Susanne,Dengi,Senior Engineer,1997-04-18,9999-01-01
445391,Tesuro,Hopewell,Senior Staff,1995-11-15,1995-11-15
445479,Urs,Porotnikoff,Engineer,1998-10-22,1998-10-22
445499,Shem,Shumilov,Senior Engineer,2001-03-08,2001-03-08
445546,Mandell,Encarnacion,Senior Engineer,1993-12-24,1993-12-24
445622,Sasan,Iisaka,Senior Staff,2001-11-05,2001-11-05
445630,Bangqing,Rosch,Engineer,1999-11-02,9999-01-01
445633,Michaela,Barriga,Senior Engineer,1985-04-13,9999-01-01
445715,Shooichi,Schurmann,Senior Staff,2002-01-30,2002-01-30
445721,Arra,Falby,Senior Engineer,1989-05-18,9999-01-01
445728,Herb,Lorin,Engineer,2002-07-31,2002-07-31
445760,Pohua,Schicker,Senior Engineer,1994-07-25,1994-07-25
445897,Oddvar,Krybus,Senior Engineer,1988-05-25,9999-01-01
445900,Zissis,Parfitt,Senior Engineer,1996-10-23,1996-10-23
445910,Patricia,Fritzsche,Senior Staff,2002-07-06,2002-07-06
445911,JoAnne,Gide,Senior Engineer,1993-04-28,1993-04-28
445931,Amabile,Falster,Senior Staff,1995-01-19,1995-01-19
445970,Chuanti,Polajnar,Senior Staff,1995-06-02,1995-06-02
446045,Margareta,Narwekar,Staff,1997-01-24,9999-01-01
446061,Moie,Koyama,Senior Engineer,1987-10-28,9999-01-01
446083,Subir,Chiodo,Technique Leader,1986-02-25,9999-01-01
446089,Junsik,Serov,Senior Engineer,1996-02-09,1996-02-09
446115,Marko,Heyers,Senior Engineer,1996-10-12,1991-10-13
446178,Georg,Fiutem,Senior Engineer,1996-10-12,1996-10-12
446190,Jaroslava,Baba,Engineer,1998-08-25,9999-01-01
446209,Arumugam,Iisaka,Senior Staff,1986-03-28,9999-01-01
446243,Along,Schwartzbauer,Senior Staff,1990-02-14,1990-02-14
446244,Denis,Baez,Senior Staff,1995-02-01,1995-02-01
446264,Kasturi,Barriga,Senior Engineer,1993-12-15,1993-12-15
446283,Shrikanth,Wursthorn,Senior Engineer,1991-04-14,1991-04-14
446290,Itzchak,Lortz,Senior Staff,1994-07-08,1994-07-08
446302,Zhiguo,Siepmann,Senior Engineer,1993-07-10,1993-07-10
446319,Adam,Siepmann,Senior Staff,1993-02-10,1993-02-10
446324,Marit,Matzov,Engineer,1995-05-24,1995-05-24
446348,Panayotis,Kalloufi,Senior Staff,1994-06-07,9999-01-01
446402,Goa,Snedden,Senior Engineer,2000-03-14,2000-03-14
446448,Lobel,Gulla,Senior Staff,1994-03-06,1994-03-06
446468,Kagan,Lanphier,Engineer,1999-12-13,9999-01-01
446544,Conal,Kumaresan,Senior Engineer,1992-09-11,1992-09-11
446574,Lijia,Vuskovic,Staff,1996-03-08,9999-01-01
446611,Moto,Garigliano,Senior Staff,1994-02-14,1994-02-14
446631,Nakhoon,Biros,Senior Staff,1999-03-23,1999-03-23
446669,Gor,Pezzoli,Senior Engineer,1996-09-06,1996-09-06
446772,Nathan,Pettis,Senior Engineer,1993-06-22,1993-06-22
446863,Haldon,Flowers,Senior Engineer,1998-12-01,1998-12-01
446894,Heather,Rousseau,Senior Staff,1994-02-16,1994-02-16
446931,Lihong,Openshaw,Senior Engineer,1997-11-07,1997-11-07
446978,Hyuckchul,Nollmann,Senior Staff,1997-09-26,9999-01-01
446982,Ipke,Siegrist,Engineer,1997-08-25,9999-01-01
447061,Ewing,Pluym,Senior Staff,1992-11-30,1992-11-30
447241,Satosi,Azevdeo,Senior Engineer,1995-10-04,9999-01-01
447242,Gino,Keustermans,Engineer,1999-05-27,9999-01-01
447354,Valeska,Ghalwash,Senior Engineer,1988-06-08,9999-01-01
447391,Sverrir,Muhlberg,Senior Staff,1990-06-26,1990-06-26
447395,Rosalyn,Quaggetto,Senior Staff,1997-12-24,1997-12-24
447399,Brewster,Murrill,Senior Engineer,1988-10-15,9999-01-01
447454,Niteen,Improta,Senior Engineer,1986-04-03,9999-01-01
447654,Padma,Guerreiro,Senior Engineer,1992-02-04,1992-02-04
447705,Giordano,Docker,Senior Staff,1993-03-04,1993-03-04
447743,Valery,Ferretti,Senior Engineer,1998-06-05,1998-06-05
447893,Munir,Hockney,Senior Staff,1996-03-21,1996-03-21
447962,Seongbin,Linares,Staff,1998-11-18,9999-01-01
447967,Isamu,Kitai,Senior Staff,1996-08-14,1996-08-14
447985,Sedat,Alencar,Senior Engineer,1999-02-16,1999-02-16
448047,Xinyu,Gini,Senior Engineer,1994-10-13,1994-10-13
448054,Franziska,Imataki,Senior Engineer,1993-08-29,1993-08-29
448096,Aksel,Rouquie,Technique Leader,1988-08-02,9999-01-01
448124,Hongzhu,Roohalamini,Senior Staff,1999-11-28,1999-11-28
448250,Susumu,Teitelbaum,Senior Staff,1994-08-13,1994-08-13
448260,Gad,Garnick,Staff,1999-11-07,9999-01-01
448282,Rosine,Peek,Senior Engineer,1993-05-20,1993-05-20
448313,Chinhyun,Carrere,Senior Staff,1994-09-17,1994-09-17
448334,Rasikan,Turnbull,Engineer,1997-09-12,9999-01-01
448359,Nirmal,Comellas,Engineer,1999-07-01,9999-01-01
448363,Elrique,Duclos,Senior Engineer,1993-06-02,1993-06-02
448400,Mokhtar,Kakkad,Senior Engineer,1994-10-08,1994-10-08
448406,Masami,Kitsuregawa,Senior Engineer,1990-11-21,1990-11-21
448466,Basil,Zockler,Senior Staff,2000-08-14,2000-08-14
448510,Candido,Bratsberg,Senior Engineer,1986-12-30,9999-01-01
448554,Sushant,Swiss,Senior Engineer,1998-06-08,1998-06-08
448565,Herb,Linares,Senior Engineer,2001-09-14,2001-09-14
448566,Subhada,Milicia,Senior Engineer,1993-12-25,1993-12-25
448585,Shin,Makrucki,Senior Engineer,1995-06-12,1995-06-12
448694,Constantijn,Luef,Senior Engineer,1985-04-02,9999-01-01
448749,Utz,Hasenauer,Senior Engineer,1991-09-10,1991-09-10
448762,Hirochika,Lakshmanan,Senior Staff,1993-07-04,1993-07-04
448781,Luigi,Heering,Senior Engineer,1985-03-07,9999-01-01
448799,Shahab,Socorro,Senior Staff,1990-12-16,1990-12-16
448808,Yannik,Adachi,Senior Engineer,1995-11-12,1995-11-12
448870,Sadegh,Dymetman,Senior Staff,1992-11-20,1992-11-20
448908,Mountaz,Rehfuss,Senior Engineer,1987-10-21,9999-01-01
448914,Vesna,Atrawala,Senior Staff,1993-04-10,1993-04-10
448936,IEEE,Zongker,Senior Engineer,2000-07-09,2000-07-09
449026,Geoff,Nergos,Senior Staff,1990-10-22,1990-10-22
449028,Xuedong,Bhattacharjee,Senior Engineer,1994-09-10,1994-09-10
449103,Minghong,Mandelberg,Senior Engineer,1997-07-10,1997-07-10
449111,Syozo,Scharstein,Senior Engineer,1987-05-01,9999-01-01
449139,Moni,Melton,Senior Engineer,1997-06-12,1997-06-12
449171,Divier,Luiz,Senior Staff,1993-10-08,1993-10-08
449213,Jordanka,Swift,Senior Staff,1999-08-04,1999-08-04
449246,Bilhanan,Kamber,Staff,1997-03-07,9999-01-01
449261,Hidefumi,Baaleh,Engineer,1996-11-28,9999-01-01
449300,Uwe,Benaini,Senior Engineer,1993-04-12,1993-04-12
449318,Khue,DuBourdieux,Senior Engineer,1992-10-26,1992-10-26
449339,Parke,Speer,Senior Staff,1991-08-13,1991-08-13
449400,Jouko,Gluchowski,Senior Staff,1991-04-20,1991-04-20
449411,Sverrir,Kading,Engineer,1996-03-25,9999-01-01
449477,Jaroslava,Zykh,Senior Engineer,2001-07-02,2001-07-02
449485,Along,Murtafg,Senior Engineer,1995-10-30,1995-10-30
449487,Yonghong,Codenie,Senior Staff,1996-10-30,1996-10-30
449504,Chaitali,Porenta,Senior Engineer,1996-10-05,1996-10-05
449540,Wayne,Millington,Engineer,1996-08-14,1996-08-14
449581,Chuanti,Stamatiou,Senior Staff,1986-11-19,9999-01-01
449604,Ottavia,Varman,Senior Engineer,2002-06-24,2002-06-24
449641,Chiranjit,Demizu,Senior Staff,1999-01-14,9999-01-01
449645,Gou,Kragelund,Senior Staff,1992-07-07,1992-07-07
449692,Idoia,Vidya,Senior Staff,1994-12-04,1994-12-04
449784,Kersti,Zwicker,Senior Engineer,1995-11-01,9999-01-01
449838,Abdelaziz,Cmelik,Senior Engineer,1998-12-20,1998-12-20
449865,Shalesh,Puppo,Senior Engineer,1985-10-16,9999-01-01
449880,Charlene,Ermel,Senior Engineer,1994-09-09,9999-01-01
449903,Teruyuki,Billingsley,Senior Staff,1996-10-20,1996-10-20
449915,Vasiliy,Maierhofer,Engineer,1998-10-18,9999-01-01
449920,Domenico,Koblick,Senior Engineer,1995-05-23,1995-05-23
449945,Shuzo,Peris,Senior Engineer,1995-08-28,1995-08-28
449957,Gen,Marrevee,Senior Staff,1991-04-11,1991-04-11
449962,Marsal,Heystek,Staff,2000-01-13,9999-01-01
449992,Barry,Azevdeo,Senior Engineer,1995-09-07,1995-09-07
450003,Malu,Merlo,Senior Engineer,1995-05-22,1995-05-22
450138,Kensyu,Schueller,Senior Engineer,1993-02-12,1993-02-12
450194,Atreyi,Montresor,Senior Staff,1989-06-21,9999-01-01
450196,Zeydy,Picht,Senior Engineer,1985-12-10,9999-01-01
450197,Macha,Schapire,Staff,1996-04-30,9999-01-01
450305,Janche,Ghelli,Senior Engineer,1995-05-27,1995-05-27
450319,Abdelwaheb,Panienski,Senior Engineer,1994-12-03,1994-12-03
450322,Hsiangchu,Melichar,Senior Engineer,1992-02-15,1992-02-15
450347,Otilia,Lamba,Senior Engineer,1994-06-20,1994-06-20
450360,Moriyoshi,Schmittgen,Senior Engineer,1993-12-15,1993-12-15
450412,Kazuhiro,Raney,Senior Engineer,1993-05-24,1993-05-24
450444,Gil,Vakili,Senior Staff,1996-01-10,1996-01-10
450479,Yonghong,Bressoud,Senior Staff,1995-07-04,1995-07-04
450480,Macha,Speer,Senior Engineer,1991-06-09,1991-06-09
450497,Shietung,Molberg,Senior Engineer,1988-08-24,9999-01-01
450748,Barun,Swist,Senior Engineer,2000-12-28,2000-12-28
450771,Lillian,Shanbhogue,Senior Staff,1996-03-26,1996-03-26
450799,Sugwoo,Peac,Senior Staff,1998-12-05,1998-12-05
450834,Boguslaw,Pelz,Senior Engineer,1994-08-26,1994-08-26
450838,Vasiliy,Demri,Senior Staff,1994-06-11,1994-06-11
450931,IEEE,Stentiford,Senior Staff,1994-08-10,1994-08-10
451002,Fumino,Bahk,Senior Engineer,1991-03-24,1991-03-24
451010,Ger,Schusler,Senior Engineer,2002-07-04,2002-07-04
451115,Zejun,Wrigley,Senior Engineer,2001-06-13,2001-06-13
451152,Susanna,Auria,Senior Engineer,1992-11-23,1992-11-23
451164,Shahaf,Pargaonkar,Senior Staff,1993-12-31,1993-12-31
451166,Kazuyasu,Spataro,Senior Engineer,1994-03-18,1994-03-18
451242,Ronghao,Reutenauer,Senior Engineer,1994-12-17,1994-12-17
451286,Karoline,Shigei,Engineer,1995-07-24,9999-01-01
451287,Kwangyoen,Lally,Senior Engineer,1988-05-16,9999-01-01
451334,Gil,Snedden,Senior Staff,1993-06-16,1993-06-16
451364,Maia,Raney,Senior Engineer,2001-08-16,2001-08-16
451390,Youngkon,Itzigehl,Senior Staff,1996-09-23,1996-09-23
451426,Tetsushi,Nitsche,Senior Engineer,1995-08-02,1995-08-02
451441,Sahrah,Rijckaert,Senior Staff,2002-06-07,2002-06-07
451468,Ramalingam,Murrill,Senior Engineer,1994-06-16,1994-06-16
451497,Jayson,Haraldson,Senior Staff,1992-04-05,9999-01-01
451499,Ramya,Porenta,Staff,1998-03-24,9999-01-01
451567,Utz,Barreiro,Senior Staff,1993-12-20,1993-12-20
451579,Hyuncheol,Narahari,Senior Engineer,1985-07-24,9999-01-01
451595,Kersti,Przulj,Senior Staff,1994-02-25,1994-02-25
451600,Abdelaziz,Thisen,Senior Engineer,1987-01-11,9999-01-01
451621,Premsyl,Shimshoni,Senior Engineer,1986-01-30,9999-01-01
451665,Jingling,Berstel,Staff,1999-02-25,9999-01-01
451712,Poorav,Eldridge,Senior Staff,1992-11-22,9999-01-01
451776,Ravishankar,Coombs,Senior Staff,1998-04-29,1998-04-29
451920,Shigeichiro,Luck,Engineer,1994-02-09,1994-02-09
451921,Jayesh,Radhakrishnan,Senior Engineer,1998-06-04,9999-01-01
451952,Ortrud,Spelt,Senior Staff,1990-09-12,1990-09-12
452045,Narain,Rissanen,Senior Staff,1986-11-22,9999-01-01
452099,Gian,Improta,Senior Engineer,1996-07-16,1996-07-16
452113,Sanjeeva,Greenaway,Technique Leader,1986-06-02,9999-01-01
452163,Tesuro,Koprowski,Senior Engineer,1998-03-21,1998-03-21
452177,Chaosheng,Bernatsky,Senior Staff,1993-03-03,1993-03-03
452201,Guenter,Piveteau,Senior Engineer,1985-09-23,9999-01-01
452239,Stevo,Vendrig,Senior Engineer,1996-10-01,1996-10-01
452248,Howell,Halloran,Senior Engineer,1991-04-21,9999-01-01
452302,Toong,Maliniak,Senior Engineer,1997-10-26,1997-10-26
452324,Mokhtar,Wielonsky,Senior Staff,1996-09-16,1996-09-16
452336,Oguz,Buescher,Senior Staff,1995-09-02,1995-09-02
452350,Heping,Erbe,Senior Engineer,1991-11-10,1991-11-10
452388,Ung,Maraist,Staff,1998-07-09,9999-01-01
452409,Jaihie,Szmurlo,Senior Staff,1997-11-01,1997-11-01
452423,Stevo,Etalle,Senior Engineer,1994-01-07,1994-01-07
452462,Demos,Esposito,Senior Engineer,1996-06-21,1996-06-21
452511,Radhia,DeMori,Senior Engineer,1994-12-08,1994-12-08
452541,Morris,Strandh,Senior Staff,1995-05-11,1995-05-11
452550,Thanasis,Perez,Technique Leader,1986-11-23,9999-01-01
452574,Abdelaziz,Kampfer,Senior Engineer,1994-06-19,1994-06-19
452576,Abdelkader,Chvatal,Senior Staff,1990-09-17,1990-09-17
452608,Aimee,Yeung,Senior Engineer,1999-05-01,1999-05-01
452626,Adas,Ertl,Senior Engineer,1987-07-05,9999-01-01
452630,Girolamo,Stenning,Senior Engineer,1996-01-13,1996-01-13
452690,Maia,Hempstead,Senior Staff,1996-02-14,1996-02-14
452759,Kazuhide,Uehara,Senior Staff,1986-01-09,9999-01-01
452769,Domenick,Huhdanpaa,Senior Engineer,1986-03-11,9999-01-01
452829,Pohua,Businaro,Senior Engineer,1989-12-04,9999-01-01
452846,Phule,Dengi,Staff,1996-04-14,9999-01-01
452869,Abdulla,Klassen,Senior Engineer,1991-07-01,1991-07-01
453033,Mong,Erdmenger,Senior Engineer,1988-02-14,9999-01-01
453084,Serap,Soicher,Senior Engineer,1987-04-17,9999-01-01
453126,Jeanna,Lowrie,Senior Engineer,1995-09-03,1995-09-03
453151,Yuping,Rosiles,Senior Staff,1992-09-10,1992-09-10
453155,Rosella,Matzov,Senior Staff,1992-08-11,1992-08-11
453183,Maha,Ventosa,Senior Staff,1993-06-02,1993-06-02
453223,Tomofumi,Versino,Technique Leader,1985-12-16,9999-01-01
453235,Unal,Harbusch,Staff,1999-10-17,9999-01-01
453262,Manohar,Eiron,Technique Leader,1987-04-12,9999-01-01
453265,Kauko,Auria,Senior Engineer,1994-05-27,1994-05-27
453268,Debaprosad,Michaeli,Senior Engineer,1996-05-11,1996-05-11
453316,Gennady,Conde,Senior Engineer,1994-04-01,1994-04-01
453360,Jianhao,Perfilyeva,Senior Engineer,2001-10-09,1994-10-09
453381,Francoise,Erie,Senior Engineer,1992-06-17,1992-06-17
453406,Nalini,Itzfeldt,Senior Engineer,1988-05-21,9999-01-01
453448,Nahum,Coorg,Senior Staff,1994-04-27,1994-04-27
453486,Kitty,Fendler,Senior Staff,1993-02-21,1993-02-21
453527,Mohd,Tagansky,Engineer,1998-07-27,9999-01-01
453533,Sariel,Hockney,Senior Staff,1995-02-21,1995-02-21
453639,Magy,Fujisaki,Assistant Engineer,1997-10-11,9999-01-01
453652,Shaw,Baba,Senior Engineer,1999-02-17,1999-02-17
453667,Takahiro,Swan,Senior Engineer,1996-10-22,1996-10-22
453706,Masoud,Ritcey,Engineer,1997-06-22,9999-01-01
453718,Mohan,Kumaresan,Senior Staff,1997-07-13,1997-07-13
453734,Junsik,Aloisi,Senior Engineer,1995-12-17,1995-12-17
453736,Siamak,Schmiedel,Senior Staff,1994-09-22,1994-09-22
453738,Aran,Katalagarianos,Senior Engineer,1994-05-30,1994-05-30
453808,Hidefumi,Ruemmler,Engineer,1999-07-07,9999-01-01
453809,Mang,Chelton,Senior Engineer,1988-02-17,9999-01-01
453817,Saniya,Slobodova,Senior Engineer,1994-12-14,1994-12-14
453837,Shrikanth,Basawa,Senior Staff,1991-08-07,1991-08-07
453904,Almudena,Range,Senior Staff,1994-07-02,1994-07-02
453952,Constantino,Callaway,Staff,1999-01-20,9999-01-01
453955,Abdelghani,Covnot,Senior Engineer,1994-07-26,1994-07-26
453985,Kenton,Merle,Senior Engineer,1999-10-16,1999-10-16
454081,Paddy,Angiulli,Senior Staff,1995-09-02,1995-09-02
454100,Guadalupe,Chaudhury,Senior Engineer,1993-03-15,1993-03-15
454136,Vishwani,Leaver,Senior Staff,1996-01-12,1996-01-12
454271,Uta,Sullins,Senior Engineer,2002-07-22,2002-07-22
454293,Mohua,Underwood,Senior Staff,1991-09-18,1991-09-18
454310,Khue,Speckmann,Senior Engineer,1986-10-01,9999-01-01
454322,Dulce,Delaune,Senior Staff,1986-07-19,9999-01-01
454398,Qunsheng,Braunmuhl,Senior Staff,1996-08-08,1996-08-08
454458,Boriana,Vesna,Senior Engineer,1995-07-02,9999-01-01
454492,Aleksandar,Neimat,Senior Staff,1995-03-09,1995-03-09
454560,Ziyad,Randt,Senior Engineer,1996-09-02,1996-09-02
454627,Nathan,Foote,Senior Staff,1986-04-21,9999-01-01
454659,Xiahua,Kamber,Senior Engineer,1987-08-05,9999-01-01
454669,Jessie,Zeilberger,Technique Leader,1992-11-25,9999-01-01
454678,Duke,Shigei,Senior Staff,1987-09-10,9999-01-01
454699,Huai,Jiafu,Senior Engineer,1993-09-01,1993-09-01
454891,Ugo,Simmen,Senior Staff,1992-08-03,1992-08-03
454932,Sampalli,Zaiane,Senior Staff,1988-04-30,9999-01-01
454963,Mabo,Weedon,Senior Staff,1994-07-11,1994-07-11
455029,Somnath,Matteis,Senior Staff,1987-05-23,9999-01-01
455098,Seshu,Kambil,Senior Engineer,1999-05-21,1992-05-20
455123,Satoru,Lamparter,Senior Engineer,1993-10-30,9999-01-01
455159,Demin,Benantar,Senior Staff,1986-01-27,9999-01-01
455160,Mahendra,Cooley,Senior Engineer,1991-02-19,1991-02-19
455164,Khosrow,Wilfing,Senior Staff,1992-06-09,1992-06-09
455165,Snehasis,Pargas,Senior Staff,1992-12-01,1992-12-01
455203,Brewster,Karcich,Senior Engineer,1992-11-24,1992-11-24
455266,Zita,Czaja,Senior Engineer,1994-09-14,1994-09-14
